ranker,player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches
331,Brad Guzan,us USA,GK,Atlanta Utd,38,1984,27,27,2430,27.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
332,Justin Haak,us USA,DFMF,NYCFC,21,2001,14,10,911,10.1,1,0,1,1,0,0,3,0,0.1,0.1,0.1,0.2,9,38,4,0.10,0.00,0.10,0.10,0.10,0.01,0.01,0.02,0.01,0.02,Matches
333,Luke Haakenson,us USA,MFFW,Nashville SC,25,1997,14,2,272,3.0,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,2,2,16,0.00,0.00,0.00,0.00,0.00,0.07,0.06,0.12,0.07,0.12,Matches
334,Teenage Hadebe,zw ZIM,DF,Houston Dynamo,27,1995,12,12,1035,11.5,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,0,27,1,0.09,0.00,0.09,0.09,0.09,0.03,0.01,0.04,0.03,0.04,Matches
335,Nick Hagglund,us USA,DF,FC Cincinnati,30,1992,27,26,2154,23.9,1,0,1,1,0,0,2,1,0.7,0.7,0.5,1.1,17,76,7,0.04,0.00,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.05,Matches
336,Maren Haile-Selassie,ch SUI,FWDF,Chicago Fire,23,1999,32,20,1910,21.2,6,3,9,6,0,0,1,0,3.8,3.8,2.9,6.7,57,66,170,0.28,0.14,0.42,0.28,0.42,0.18,0.14,0.32,0.18,0.32,Matches
337,Julian Hall,us USA,FW,NY Red Bulls,14,2008,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
338,Michael Halliday,us USA,DF,Orlando City,20,2003,18,9,853,9.5,0,2,2,0,0,0,2,0,0.4,0.4,1.1,1.5,19,15,56,0.00,0.21,0.21,0.00,0.21,0.04,0.11,0.15,0.04,0.15,Matches
339,Bret Halsey,us USA,DF,FC Cincinnati,22,2000,10,2,231,2.6,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.6,5,6,19,0.00,0.00,0.00,0.00,0.00,0.09,0.13,0.22,0.09,0.22,Matches
340,Ahmed Hamdi,eg EGY,MFFW,CF Montréal,24,1998,13,4,474,5.3,1,0,1,1,0,0,1,0,0.4,0.4,0.4,0.8,13,23,16,0.19,0.00,0.19,0.19,0.19,0.07,0.08,0.15,0.07,0.15,Matches
341,Yosuke Hanya,jp JPN,FWMF,Colorado Rapids,24,1999,2,0,48,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,0,6,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.29,0.29,0.29,Matches
342,Ian Harkes,us USA,MF,NE Revolution,27,1995,9,7,603,6.7,2,0,2,2,0,0,1,0,0.7,0.7,0.2,1.0,6,27,20,0.30,0.00,0.30,0.30,0.30,0.11,0.03,0.14,0.11,0.14,Matches
343,Cameron Harper,us USA,DFMF,NY Red Bulls,21,2001,31,24,2149,23.9,2,2,4,2,0,0,7,1,2.9,2.9,3.3,6.2,105,71,134,0.08,0.08,0.17,0.08,0.17,0.12,0.14,0.26,0.12,0.26,Matches
344,Nathan Harriel,us USA,DF,Philadelphia Union,21,2001,25,18,1670,18.6,1,0,1,1,0,0,5,0,1.3,1.3,1.0,2.3,30,60,68,0.05,0.00,0.05,0.05,0.05,0.07,0.05,0.12,0.07,0.12,Matches
345,Calvin Harris,eng ENG,FW,Colorado Rapids,22,2000,18,11,899,10.0,1,3,4,1,0,0,0,0,1.0,1.0,0.9,1.9,51,15,63,0.10,0.30,0.40,0.10,0.40,0.10,0.09,0.19,0.10,0.19,Matches
346,Thomas Hasal,ca CAN,GK,Vancouver W'caps,23,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
347,Héber,br BRA,FWMF,Seattle Sounders,31,1991,22,12,1062,11.8,2,1,3,2,0,0,0,0,7.3,7.3,1.4,8.7,8,19,70,0.17,0.08,0.25,0.17,0.25,0.62,0.12,0.74,0.62,0.74,Matches
348,Matt Hedges,us USA,DF,Toronto FC,32,1990,14,13,1068,11.9,0,0,0,0,0,0,3,0,0.4,0.4,0.0,0.4,3,39,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
349,Matt Hedges,us USA,DF,Austin,32,1990,6,3,307,3.4,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.4,0,8,1,0.29,0.00,0.29,0.29,0.29,0.08,0.03,0.11,0.08,0.11,Matches
350,Chris Hegardt,us USA,FWMF,Charlotte,21,2002,4,0,56,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,Matches
Rk
351,Fabian Herbers,de GER,MFFW,Chicago Fire,29,1993,32,24,1973,21.9,4,2,6,4,0,0,8,1,3.8,3.8,2.8,6.5,49,104,96,0.18,0.09,0.27,0.18,0.27,0.17,0.13,0.30,0.17,0.30,Matches
352,Felipe Hernandez,us USA,MF,Sporting KC,24,1998,11,2,321,3.6,1,0,1,1,0,0,0,0,0.8,0.8,0.5,1.3,7,11,16,0.28,0.00,0.28,0.28,0.28,0.22,0.14,0.36,0.22,0.36,Matches
353,Javier Hernández,mx MEX,FW,LA Galaxy,34,1988,9,7,688,7.6,1,1,2,1,0,0,5,1,4.0,4.0,1.4,5.3,6,21,61,0.13,0.13,0.26,0.13,0.26,0.52,0.18,0.70,0.52,0.70,Matches
354,Ronald Hernández,ve VEN,DF,Atlanta Utd,25,1997,10,8,700,7.8,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,10,41,26,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
355,Aaron Herrera,gt GUA,DFMF,CF Montréal,25,1997,19,16,1407,15.6,0,2,2,0,0,0,3,0,0.6,0.6,1.5,2.1,29,69,64,0.00,0.13,0.13,0.00,0.13,0.04,0.10,0.13,0.04,0.13,Matches
356,Héctor Herrera,mx MEX,MF,Houston Dynamo,32,1990,30,29,2530,28.1,4,11,15,4,0,0,10,2,4.4,4.4,5.7,10.0,59,246,91,0.14,0.39,0.53,0.14,0.53,0.16,0.20,0.36,0.16,0.36,Matches
357,Kyle Hiebert,ca CAN,DF,St. Louis,25,1997,27,24,2128,23.6,2,0,2,2,0,0,6,1,1.2,1.2,0.2,1.4,14,79,19,0.08,0.00,0.08,0.08,0.08,0.05,0.01,0.06,0.05,0.06,Matches
358,Brendan Hines-Ike,us USA,DF,D.C. United,28,1994,12,9,933,10.4,0,0,0,0,0,0,3,0,0.4,0.4,0.0,0.4,5,21,3,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
359,Bongokuhle Hlongwane,za RSA,FW,Minnesota Utd,22,2000,30,29,2488,27.6,8,3,11,8,0,0,2,0,13.0,13.0,4.1,17.1,74,85,225,0.29,0.11,0.40,0.29,0.40,0.47,0.15,0.62,0.47,0.62,Matches
360,Junior Hoilett,ca CAN,FWMF,Vancouver W'caps,32,1990,7,2,233,2.6,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,5,15,20,0.00,0.00,0.00,0.00,0.00,0.14,0.12,0.26,0.14,0.26,Matches
361,Ryan Hollingshead,us USA,DF,LAFC,31,1991,32,25,2346,26.1,4,0,4,4,0,0,5,0,2.4,2.4,1.3,3.8,56,134,88,0.15,0.00,0.15,0.15,0.15,0.09,0.05,0.15,0.09,0.15,Matches
362,Erik Holt,us USA,DF,Real Salt Lake,26,1996,2,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
363,Jackson Hopkins,us USA,MF,D.C. United,18,2004,7,2,195,2.2,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,2,8,12,0.00,0.00,0.00,0.00,0.00,0.19,0.03,0.22,0.19,0.22,Matches
364,Matthew Hoppe,us USA,FWMF,SJ Earthquakes,21,2001,7,4,421,4.7,2,0,2,2,0,0,0,0,2.2,2.2,0.5,2.7,14,11,40,0.43,0.00,0.43,0.43,0.43,0.47,0.10,0.57,0.47,0.57,Matches
365,Keegan Hughes,us USA,DF,Columbus Crew,22,2000,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
366,Erik Hurtado,us USA,FWMF,D.C. United,32,1990,7,1,274,3.0,0,0,0,0,0,0,0,0,0.8,0.8,0.4,1.3,5,1,20,0.00,0.00,0.00,0.00,0.00,0.28,0.14,0.42,0.28,0.42,Matches
367,Franco Ibarra,ar ARG,MF,Toronto FC,21,2001,7,5,440,4.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,23,5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
368,Franco Ibarra,ar ARG,MF,Atlanta Utd,21,2001,17,15,1276,14.2,0,0,0,0,0,0,8,1,0.2,0.2,0.3,0.5,11,79,7,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
369,Sebastien Ibeagha,us USA,DF,FC Dallas,31,1992,31,26,2385,26.5,1,1,2,1,0,0,4,0,0.6,0.6,0.2,0.8,9,54,5,0.04,0.04,0.08,0.04,0.08,0.02,0.01,0.03,0.02,0.03,Matches
370,Aliyu Ibrahim,ng NGA,FW,Houston Dynamo,21,2002,24,16,1205,13.4,3,2,5,3,0,0,2,0,5.4,5.4,1.3,6.7,30,14,97,0.22,0.15,0.37,0.22,0.37,0.40,0.10,0.50,0.40,0.50,Matches
371,Sunusi Ibrahim,ng NGA,FWMF,CF Montréal,20,2002,25,11,1173,13.0,3,3,6,3,0,0,0,0,4.9,4.9,2.6,7.5,26,23,101,0.23,0.23,0.46,0.23,0.46,0.37,0.20,0.57,0.37,0.57,Matches
372,Tega Ikoba,us USA,FW,Portland Timbers,19,2003,4,1,86,1.0,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,2,0,4,1.05,0.00,1.05,1.05,1.05,0.27,0.01,0.28,0.27,0.28,Matches
373,Mitja Ilenič,si SVN,DF,NYCFC,18,2004,22,13,1192,13.2,0,2,2,0,0,0,5,0,0.3,0.3,1.1,1.4,18,46,81,0.00,0.15,0.15,0.00,0.15,0.02,0.08,0.10,0.02,0.10,Matches
374,Ilias Iliadis,gr GRE,DFMF,CF Montréal,21,2001,6,4,251,2.8,0,0,0,0,0,0,3,1,0.1,0.1,0.2,0.4,3,5,10,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.13,0.04,0.13,Matches
375,Marko Ilić,rs SRB,GK,Colorado Rapids,24,1998,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk
376,Asier Illarramendi,es ESP,MF,FC Dallas,32,1990,11,7,695,7.7,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,14,65,11,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
377,Lorenzo Insigne,it ITA,FWMF,Toronto FC,31,1991,20,18,1520,16.9,4,4,8,4,0,0,2,0,5.4,5.4,3.5,8.9,78,90,139,0.24,0.24,0.47,0.24,0.47,0.32,0.21,0.53,0.32,0.53,Matches
378,Clint Irwin,us USA,GK,Minnesota Utd,33,1989,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
379,Aljaž Ivačič,si SVN,GK,Portland Timbers,29,1993,15,15,1350,15.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
380,Emmanuel Iwe,us USA,FW,Minnesota Utd,22,2000,3,0,53,0.6,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,7,1,7,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.86,0.86,0.86,Matches
381,Ousman jabang,us USA,DF,CF Montréal,21,2001,3,1,77,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1,4,0,0.00,0.00,0.00,0.00,0.00,0.14,0.10,0.24,0.14,0.24,Matches
382,Aziel Jackson,us USA,MFFW,St. Louis,21,2001,25,12,1119,12.4,1,4,5,1,0,0,3,0,1.8,1.8,2.1,4.0,28,55,69,0.08,0.32,0.40,0.08,0.40,0.15,0.17,0.32,0.15,0.32,Matches
383,Jacob Jackson,us USA,GK,NE Revolution,22,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
384,Bertin Jacquesson,fr FRA,FWMF,Real Salt Lake,22,2001,10,4,358,4.0,0,0,0,0,0,0,0,0,0.8,0.8,0.3,1.1,7,8,23,0.00,0.00,0.00,0.00,0.00,0.20,0.07,0.27,0.20,0.27,Matches
385,Eldin Jakupović,ch SUI,GK,LAFC,38,1984,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
386,Robin Jansson,se SWE,DF,Orlando City,31,1991,34,31,2880,32.0,0,0,0,0,0,0,5,0,0.3,0.3,0.6,1.0,7,61,3,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
387,Andres Jasson,us USA,FW,NYCFC,21,2002,21,9,810,9.0,3,1,4,3,0,0,3,0,2.3,2.3,1.3,3.6,31,19,79,0.33,0.11,0.44,0.33,0.44,0.25,0.15,0.40,0.25,0.40,Matches
388,Mohanad Jeahze,iq IRQ,DF,D.C. United,25,1997,6,5,364,4.0,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,7,9,13,0.00,0.25,0.25,0.00,0.25,0.03,0.08,0.11,0.03,0.11,Matches
389,Corentin Jean,fr FRA,FWMF,Inter Miami,27,1995,15,12,829,9.2,1,0,1,1,0,0,2,0,1.1,1.1,0.9,2.0,21,27,57,0.11,0.00,0.11,0.11,0.11,0.12,0.10,0.21,0.12,0.21,Matches
390,Isak Jensen,dk DEN,MFFW,St. Louis,19,2003,11,0,144,1.6,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,10,5,5,0.00,0.00,0.00,0.00,0.00,0.23,0.03,0.25,0.23,0.25,Matches
391,Hector Jiménez,us USA,MF,Austin,34,1988,2,1,51,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20,Matches
392,Jesús Jiménez,es ESP,FWMF,FC Dallas,29,1993,22,8,688,7.6,0,2,2,0,0,0,1,0,2.3,2.3,1.0,3.3,14,16,41,0.00,0.26,0.26,0.00,0.26,0.30,0.14,0.43,0.30,0.43,Matches
393,Stiven Jimenez,us USA,FW,FC Cincinnati,15,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
394,Levonte Johnson,ca CAN,FWDF,Vancouver W'caps,23,1999,7,2,201,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,9,3,22,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09,Matches
395,Sean Johnson,us USA,GK,Toronto FC,33,1989,20,20,1800,20.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
396,DeJuan Jones,us USA,DF,NE Revolution,25,1997,25,24,2165,24.1,1,5,6,1,0,0,3,0,1.8,1.8,2.4,4.2,85,103,131,0.04,0.21,0.25,0.04,0.25,0.07,0.10,0.17,0.07,0.17,Matches
397,Derrick Jones,us USA,MFDF,Charlotte,25,1997,28,20,1847,20.5,0,0,0,0,0,0,11,0,1.9,1.9,0.1,2.0,15,54,28,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.10,0.09,0.10,Matches
398,Juan José Sánchez,co COL,DF,Atlanta Utd,25,1998,28,24,2133,23.7,1,0,1,1,0,0,4,0,1.3,1.3,0.2,1.5,2,50,1,0.04,0.00,0.04,0.04,0.04,0.06,0.01,0.06,0.06,0.06,Matches
399,Dejan Joveljić,rs SRB,FW,LA Galaxy,23,1999,32,19,1625,18.1,6,3,9,5,1,1,3,0,8.7,7.9,2.4,10.3,25,34,119,0.33,0.17,0.50,0.28,0.44,0.48,0.13,0.62,0.44,0.57,Matches
400,Kamil Jóźwiak,pl POL,FWMF,Charlotte,24,1998,25,15,1378,15.3,2,5,7,2,0,0,5,0,1.5,1.5,2.6,4.1,52,51,114,0.13,0.33,0.46,0.13,0.46,0.10,0.17,0.26,0.10,0.26,Matches
Rk
401,Preston Judd,us USA,FW,LA Galaxy,23,1999,17,6,643,7.1,3,1,4,3,0,0,2,0,4.0,4.0,1.0,5.0,18,4,53,0.42,0.14,0.56,0.42,0.56,0.56,0.14,0.70,0.56,0.70,Matches
402,Judson,br BRA,MF,SJ Earthquakes,29,1993,16,4,467,5.2,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.1,2,13,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
403,Anderson Julio,ec ECU,FW,Real Salt Lake,26,1996,28,12,1155,12.8,5,0,5,5,0,0,3,0,5.6,5.6,1.2,6.8,32,12,81,0.39,0.00,0.39,0.39,0.39,0.44,0.09,0.53,0.44,0.53,Matches
404,Juninho,br BRA,MF,Orlando City,22,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,2.33,0.00,2.33,2.33,2.33,Matches
405,Sam Junqua,us USA,DFMF,FC Dallas,26,1996,22,9,1022,11.4,2,0,2,2,0,0,0,0,0.6,0.6,0.7,1.3,17,37,63,0.18,0.00,0.18,0.18,0.18,0.05,0.06,0.12,0.05,0.12,Matches
406,Kristijan Kahlina,hr CRO,GK,Charlotte,30,1992,24,24,2160,24.0,0,1,1,0,0,0,2,0,0.0,0.0,0.3,0.3,0,0,0,0.00,0.04,0.04,0.00,0.04,0.00,0.01,0.01,0.00,0.01,Matches
407,Brent Kallman,us USA,DFFW,Minnesota Utd,32,1990,7,2,199,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
408,Kei Kamara,sl SLE,FW,Chicago Fire,38,1984,27,15,1520,16.9,5,1,6,5,0,0,3,1,4.6,4.6,0.9,5.5,28,28,104,0.30,0.06,0.36,0.30,0.36,0.27,0.05,0.32,0.27,0.32,Matches
409,Bernard Kamungo,us USA,FWMF,FC Dallas,21,2002,16,6,500,5.6,6,0,6,6,0,0,0,0,3.8,3.8,0.5,4.3,22,10,41,1.08,0.00,1.08,1.08,1.08,0.69,0.08,0.77,0.69,0.77,Matches
410,Alec Kann,us USA,GK,FC Cincinnati,32,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
411,Ercan Kara,at AUT,FW,Orlando City,27,1996,15,11,847,9.4,5,1,6,5,0,0,1,0,2.8,2.8,1.0,3.9,8,7,36,0.53,0.11,0.64,0.53,0.64,0.30,0.11,0.41,0.30,0.41,Matches
412,Ibrahim Kasule,ug UGA,MF,NY Red Bulls,18,2004,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
413,Mark-Anthony Kaye,ca CAN,MF,Toronto FC,28,1994,21,21,1840,20.4,2,0,2,2,0,0,4,0,1.2,1.2,0.6,1.8,15,109,29,0.10,0.00,0.10,0.10,0.10,0.06,0.03,0.09,0.06,0.09,Matches
414,Mark-Anthony Kaye,ca CAN,MF,NE Revolution,28,1994,10,10,780,8.7,0,3,3,0,0,0,1,0,0.1,0.1,0.4,0.5,5,48,12,0.00,0.35,0.35,0.00,0.35,0.01,0.04,0.06,0.01,0.06,Matches
415,Axel Kei,us USA,FW,Real Salt Lake,15,2007,1,0,7,0.1,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,1,0.00,0.00,0.00,0.00,0.00,3.32,0.00,3.32,3.32,3.32,Matches
416,Kipp Keller,us USA,DF,Austin,22,2000,7,3,439,4.9,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,9,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
417,Deandre Kerr,ca CAN,FWMF,Toronto FC,20,2002,23,16,1214,13.5,5,1,6,5,0,0,0,0,4.1,4.1,2.1,6.2,19,11,80,0.37,0.07,0.44,0.37,0.44,0.30,0.16,0.46,0.30,0.46,Matches
418,Henry Kessler,us USA,DF,NE Revolution,24,1998,9,8,693,7.7,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,3,19,0,0.13,0.00,0.13,0.13,0.13,0.06,0.01,0.06,0.06,0.06,Matches
419,Benjamin Kikanovic,us USA,FWMF,SJ Earthquakes,23,2000,24,7,704,7.8,1,0,1,1,0,0,2,0,2.8,2.8,0.4,3.2,21,13,39,0.13,0.00,0.13,0.13,0.13,0.36,0.05,0.41,0.36,0.41,Matches
420,Gadi Kinda,il ISR,MF,Sporting KC,28,1994,20,8,837,9.3,3,4,7,3,0,0,3,0,2.6,2.6,1.4,4.0,28,71,45,0.32,0.43,0.75,0.32,0.75,0.28,0.15,0.43,0.28,0.43,Matches
421,Sota Kitahara,us USA,DF,Seattle Sounders,20,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
422,Klauss,br BRA,FW,St. Louis,25,1997,19,14,1315,14.6,10,2,12,10,0,0,1,0,5.8,5.8,0.7,6.6,15,38,94,0.68,0.14,0.82,0.68,0.82,0.40,0.05,0.45,0.40,0.45,Matches
423,John Klein,us USA,MF,St. Louis,23,1999,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
424,Mateusz Klich,pl POL,MFFW,D.C. United,32,1990,32,31,2719,30.2,4,7,11,4,0,0,11,1,3.0,3.0,7.6,10.6,43,208,131,0.13,0.23,0.36,0.13,0.36,0.10,0.25,0.35,0.10,0.35,Matches
425,Jonathan Klinsmann,us USA,GK,LA Galaxy,25,1997,10,8,831,9.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk
426,Žan Kolmanič,si SVN,DF,Austin,22,2000,6,6,427,4.7,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.4,19,23,18,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08,Matches
427,Amet Korca,us USA,DF,FC Dallas,22,2000,4,2,155,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
428,Georgios Koutsias,gr GRE,FWMF,Chicago Fire,18,2004,27,13,1018,11.3,3,1,4,3,0,0,4,0,3.2,3.2,0.7,3.9,28,11,67,0.27,0.09,0.35,0.27,0.35,0.28,0.07,0.35,0.28,0.35,Matches
429,Sebastian Kowalczyk,pl POL,FWMF,Houston Dynamo,24,1998,8,5,352,3.9,0,1,1,0,0,0,1,0,0.4,0.4,0.5,0.9,6,19,23,0.00,0.26,0.26,0.00,0.26,0.10,0.13,0.23,0.10,0.23,Matches
430,Filip Krastev,bg BUL,MF,LAFC,21,2001,9,0,158,1.8,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.8,6,12,4,0.57,0.00,0.57,0.57,0.57,0.37,0.10,0.47,0.37,0.47,Matches
431,Damir Kreilach,hr CRO,FWMF,Real Salt Lake,33,1989,27,15,1317,14.6,4,1,5,4,0,0,3,0,3.6,3.6,0.6,4.2,6,38,59,0.27,0.07,0.34,0.27,0.34,0.24,0.04,0.29,0.24,0.29,Matches
432,Serhiy Kryvtsov,ua UKR,DF,Inter Miami,31,1991,26,25,2111,23.5,1,0,1,1,0,0,5,0,1.2,1.2,0.1,1.3,6,63,2,0.04,0.00,0.04,0.04,0.04,0.05,0.00,0.05,0.05,0.05,Matches
433,Theodore Ku-Dipietro,us USA,FWMF,D.C. United,21,2002,26,12,1167,13.0,5,2,7,5,0,0,0,0,4.5,4.5,1.8,6.3,38,46,77,0.39,0.15,0.54,0.39,0.54,0.34,0.14,0.48,0.34,0.48,Matches
434,Yuya Kubo,jp JPN,MFFW,FC Cincinnati,29,1993,25,10,1073,11.9,0,3,3,0,0,0,2,0,2.5,2.5,2.3,4.7,34,47,45,0.00,0.25,0.25,0.00,0.25,0.21,0.19,0.40,0.21,0.40,Matches
435,Jojea Kwizera,rw RWA,DF,CF Montréal,24,1999,4,1,133,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,4,6,16,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.12,0.03,0.12,Matches
436,Mathías Laborda,uy URU,DF,Vancouver W'caps,23,1999,23,17,1536,17.1,1,0,1,1,0,0,8,1,1.3,1.3,1.2,2.5,16,44,35,0.06,0.00,0.06,0.06,0.06,0.08,0.07,0.15,0.08,0.15,Matches
437,Kevon Lambert,jm JAM,DF,Real Salt Lake,25,1997,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
438,Lassi Lappalainen,fi FIN,DFFW,CF Montréal,24,1998,21,13,1034,11.5,2,3,5,2,0,0,0,0,2.2,2.2,1.6,3.7,42,37,78,0.17,0.26,0.44,0.17,0.44,0.19,0.14,0.33,0.19,0.33,Matches
439,Oliver Larraz,us USA,MF,Colorado Rapids,21,2001,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
440,Richie Laryea,ca CAN,DF,Toronto FC,28,1995,18,18,1610,17.9,2,3,5,2,0,0,4,0,0.8,0.8,1.5,2.3,58,82,63,0.11,0.17,0.28,0.11,0.28,0.04,0.09,0.13,0.04,0.13,Matches
