ranker,player,nationality,position,team,age,birth_year,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,matches
779,Rémi Walter,fr FRA,MF,Sporting KC,28,1995,14.2,752,719,32,21,1,7,14,1,10,4,1,0,683,1,8,Matches
780,Victor Wanyama,ke KEN,MF,CF Montréal,32,1991,4.5,260,254,6,6,0,1,0,0,0,0,0,0,226,0,3,Matches
781,Taylor Washington,us USA,DF,Nashville SC,30,1993,8.4,450,401,49,10,0,1,30,36,3,3,0,0,358,0,7,Matches
782,Joel Waterman,ca CAN,DF,CF Montréal,28,1996,23.6,1810,1738,69,63,0,6,3,6,0,0,0,0,1636,3,8,Matches
783,Akil Watts,us USA,DFMF,St. Louis,23,2000,10.7,498,431,67,5,2,0,26,58,4,4,0,0,404,0,22,Matches
784,Patrick Weah,lr LBR,FW,Minnesota Utd,20,2003,0.4,10,10,0,0,2,0,0,0,0,0,0,0,5,0,0,Matches
785,Marcelo Weigandt,ar ARG,DFMF,Inter Miami,24,2000,22.2,1109,977,131,15,1,9,46,116,0,0,0,0,939,1,26,Matches
786,Michael Wentzel,de GER,DF,St. Louis,21,2002,1.9,78,77,1,1,0,2,1,0,0,0,0,0,56,0,1,Matches
787,Ashley Westwood,eng ENG,MF,Charlotte,33,1990,33.0,2003,1821,169,117,12,8,94,4,47,27,15,0,1612,13,17,Matches
788,Brian White,us USA,FW,Vancouver W'caps,27,1996,27.2,496,464,30,0,1,3,10,0,0,0,0,0,337,2,12,Matches
789,Caleb Wiley,us USA,DF,Atlanta Utd,19,2004,20.9,1097,924,172,19,0,6,34,153,0,0,0,0,903,1,23,Matches
790,Derrick Williams,ie IRL,DF,Atlanta Utd,31,1993,25.1,1233,1149,82,35,1,9,4,6,0,0,0,0,1070,2,5,Matches
791,Eryk Williamson,us USA,MF,Portland Timbers,26,1997,11.9,550,511,37,18,1,2,24,7,10,3,4,1,454,2,11,Matches
792,Joe Willis,us USA,GK,Nashville SC,35,1988,29.2,937,639,293,70,0,3,0,0,0,0,0,0,673,5,1,Matches
793,Bruno Wilson,pt POR,DF,SJ Earthquakes,27,1996,11.6,492,473,18,17,0,2,0,0,0,0,0,0,418,1,4,Matches
794,Henry Wingo,us USA,DF,Toronto FC,28,1995,1.9,107,99,5,2,0,0,3,3,0,0,0,0,89,3,2,Matches
795,Hannes Wolf,at AUT,FWMF,NYCFC,24,1999,28.4,1029,961,61,10,8,0,57,10,41,25,5,0,789,7,45,Matches
796,Owen Wolff,us USA,FWMF,Austin,19,2004,19.8,761,671,88,20,0,8,65,23,38,9,18,0,624,2,11,Matches
797,Tyler Wolff,us USA,FWMF,Atlanta Utd,20,2003,5.3,180,173,7,1,1,7,4,4,2,0,0,0,143,0,7,Matches
798,Bobby Wood,us USA,FW,NE Revolution,31,1992,6.2,120,100,20,1,0,0,0,0,0,0,0,0,86,0,5,Matches
799,Miki Yamane,jp JPN,DF,LA Galaxy,30,1993,32.5,2214,2006,204,27,2,6,50,177,0,0,0,0,1963,4,20,Matches
800,Dominik Yankov,bg BUL,MFFW,CF Montréal,23,2000,7.8,227,220,5,1,3,1,9,0,4,2,2,0,175,2,6,Matches
Rk
801,Darren Yapi,us USA,FW,Colorado Rapids,19,2004,8.3,156,149,6,0,0,2,3,0,0,0,0,0,104,1,7,Matches
802,William Yarbrough,us USA,GK,SJ Earthquakes,34,1989,19.0,558,358,200,59,0,0,0,0,0,0,0,0,427,0,1,Matches
803,Joshua Yaro,gh GHA,DF,St. Louis,29,1994,8.6,397,384,13,12,1,0,1,1,0,0,0,0,337,0,7,Matches
804,Patrick Yazbek,au AUS,MF,Nashville SC,21,2002,4.2,215,211,3,3,1,0,0,0,0,0,0,0,187,1,5,Matches
805,Dru Yearwood,eng ENG,MF,Nashville SC,23,2000,16.8,667,637,28,22,0,15,6,5,0,0,0,0,547,2,10,Matches
806,Kelvin Yeboah,it ITA,FW,Minnesota Utd,23,2000,7.9,132,126,6,0,1,0,1,0,0,0,0,0,84,0,9,Matches
807,Yaw Yeboah,gh GHA,DFMF,Columbus Crew,26,1997,11.7,580,532,46,4,1,0,28,39,3,0,0,0,485,2,12,Matches
808,DeAndre Yedlin,us USA,DF,Inter Miami,30,1993,3.0,134,114,20,2,0,2,3,18,0,0,0,0,115,0,3,Matches
809,DeAndre Yedlin,us USA,DF,FC Cincinnati,30,1993,24.4,1263,1112,148,18,1,6,22,130,0,0,0,0,1031,3,26,Matches
810,Maya Yoshida,jp JPN,DF,LA Galaxy,35,1988,33.7,2351,2272,79,49,0,9,0,2,0,0,0,0,2189,0,9,Matches
811,Jackson Yueill,us USA,MF,SJ Earthquakes,26,1997,27.2,1545,1477,66,60,1,19,15,5,0,0,0,0,1371,2,17,Matches
812,Alhassan Yusuf,ng NGA,MF,NE Revolution,23,2000,5.0,300,286,13,12,1,4,3,1,0,0,0,0,260,1,12,Matches
813,Gyasi Zardes,us USA,FW,Austin,32,1991,13.2,262,254,8,0,0,0,7,1,0,0,0,0,180,0,8,Matches
814,Eriq Zavaleta,sv SLV,DF,LA Galaxy,31,1992,1.8,97,89,8,2,0,0,0,0,0,0,0,0,87,0,0,Matches
815,Sean Zawadzki,us USA,MFDF,Columbus Crew,23,2000,20.8,1313,1249,58,32,2,6,2,21,0,0,0,0,1186,6,19,Matches
816,Walker Zimmerman,us USA,DF,Nashville SC,30,1993,21.4,1263,1217,43,36,0,4,2,3,0,0,0,0,1119,3,7,Matches
817,Rida Zouhir,ca CAN,MFDF,CF Montréal,20,2003,2.0,138,131,6,2,2,0,7,0,4,2,1,0,120,1,2,Matches
818,Dario Župarić,ba BIH,DF,Portland Timbers,31,1992,24.7,1296,1231,63,49,1,8,0,3,0,0,0,0,1133,2,7,Matches
819,Nökkvi Þórisson,is ISL,FWMF,St. Louis,24,1999,13.2,317,301,14,1,4,1,9,1,0,0,0,0,218,2,8,Matches
